site name,site code,state,system,subsite,latitude,longitude,individual ID,sample_date,sample date,sample month,sample year,sample type,sample depth (cm),sediment MeHg (ng/g DW),mehg_units,sediment THg (ng/g DW),total_hg_units,%LOI,%MeHg,,,,notes,notes 2,notes 3,,,,,file name for data pull
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,07/01/2012,,July,2012,grab,,,(ng/g DW),408.067142857143,(ng/g DW),6.4,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,07/01/2012,,July,2012,grab,,,(ng/g DW),409.667142857143,(ng/g DW),9,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,07/01/2012,,July,2012,grab,,,(ng/g DW),255.247142857143,(ng/g DW),6.05,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,07/01/2012,,July,2012,grab,,,(ng/g DW),496.767142857143,(ng/g DW),8.53,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,07/01/2012,,July,2012,grab,,,(ng/g DW),1392.45714285714,(ng/g DW),16.23,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,07/01/2012,,July,2012,grab,,,(ng/g DW),497.967142857143,(ng/g DW),9.33,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,07/01/2012,,July,2012,grab,,,(ng/g DW),1044.52714285714,(ng/g DW),6.97,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,07/01/2012,,July,2012,grab,,,(ng/g DW),1965.53714285714,(ng/g DW),12.13,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,,07/01/2012,,July,2012,grab,,,(ng/g DW),66.952,(ng/g DW),3,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,,07/01/2012,,July,2012,grab,,,(ng/g DW),12.573,(ng/g DW),0.65,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,,07/01/2012,,July,2012,grab,,,(ng/g DW),733.05,(ng/g DW),9.14,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,,07/01/2012,,July,2012,grab,,,(ng/g DW),33.888,(ng/g DW),0.75,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,,07/01/2012,,July,2012,grab,,,(ng/g DW),149.91,(ng/g DW),0.94,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,,07/01/2012,,July,2012,grab,,,(ng/g DW),1117.1045,(ng/g DW),8.24,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,,07/01/2012,,July,2012,grab,,,(ng/g DW),85.673,(ng/g DW),0.86,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,,07/01/2012,,July,2012,grab,,,(ng/g DW),32.23,(ng/g DW),0.81,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,,07/01/2012,,July,2012,grab,,,(ng/g DW),1451.8365,(ng/g DW),9.98,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,,07/01/2012,,July,2012,grab,,,(ng/g DW),569.8265,(ng/g DW),12.05,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,,07/01/2012,,July,2012,grab,,,(ng/g DW),7.14,(ng/g DW),0.33,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,,07/01/2012,,July,2012,grab,,,(ng/g DW),15.67,(ng/g DW),0.43,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,,07/01/2012,,July,2012,grab,,,(ng/g DW),35.88,(ng/g DW),1.19,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,,07/01/2012,,July,2012,grab,,,(ng/g DW),812.674,(ng/g DW),11.46,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,,07/01/2012,,July,2012,grab,,,(ng/g DW),18.45,(ng/g DW),0.88,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,,07/01/2012,,July,2012,grab,,,(ng/g DW),15.85,(ng/g DW),0.55,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,,07/01/2012,,July,2012,grab,,,(ng/g DW),7.355,(ng/g DW),0.39,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,,07/01/2012,,July,2012,grab,,,(ng/g DW),48.04,(ng/g DW),1.45,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,,07/01/2012,,July,2012,grab,,,(ng/g DW),379.92,(ng/g DW),8.16,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,,07/01/2012,,July,2012,grab,,,(ng/g DW),20.1,(ng/g DW),0.64,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,07/01/2012,,July,2012,grab,,,(ng/g DW),14.33,(ng/g DW),2.5,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,07/01/2012,,July,2012,grab,,,(ng/g DW),56.946,(ng/g DW),19.57,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,07/01/2012,,July,2012,grab,,,(ng/g DW),25.516,(ng/g DW),8.09,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,07/01/2012,,July,2012,grab,,,(ng/g DW),14.098,(ng/g DW),4.52,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,07/01/2012,,July,2012,grab,,,(ng/g DW),38.425,(ng/g DW),1.76,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,07/01/2012,,July,2012,grab,,,(ng/g DW),17.705,(ng/g DW),13.49,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,07/01/2012,,July,2012,grab,,,(ng/g DW),19.335,(ng/g DW),2.04,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,07/01/2012,,July,2012,grab,,,(ng/g DW),13.09,(ng/g DW),1.45,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,07/01/2012,,July,2012,grab,,,(ng/g DW),14.424,(ng/g DW),1.77,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,07/01/2012,,July,2012,grab,,,(ng/g DW),24.384,(ng/g DW),4.35,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,07/01/2012,,July,2012,grab,,,(ng/g DW),341.9965,(ng/g DW),70.76,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,07/01/2012,,July,2012,grab,,,(ng/g DW),419.435,(ng/g DW),59.55,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,07/01/2012,,July,2012,grab,,,(ng/g DW),85.468,(ng/g DW),8.83,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,07/01/2012,,July,2012,grab,,,(ng/g DW),256.218,(ng/g DW),68.98,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,07/01/2012,,July,2012,grab,,,(ng/g DW),23.911,(ng/g DW),2.1,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,07/01/2012,,July,2012,grab,,,(ng/g DW),192.031,(ng/g DW),23.59,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,07/01/2012,,July,2012,grab,,,(ng/g DW),219.145,(ng/g DW),62.81,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,07/01/2012,,July,2012,grab,,,(ng/g DW),276.838,(ng/g DW),68.24,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,07/01/2012,,July,2012,grab,,,(ng/g DW),150.29,(ng/g DW),27.54,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,07/01/2012,,July,2012,grab,,,(ng/g DW),4.479,(ng/g DW),0.48,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,,07/01/2012,,July,2012,grab,,,(ng/g DW),109.38,(ng/g DW),9.28,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,,07/01/2012,,July,2012,grab,,,(ng/g DW),20.625,(ng/g DW),14.88,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,,07/01/2012,,July,2012,grab,,,(ng/g DW),1.37,(ng/g DW),0.38,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,,07/01/2012,,July,2012,grab,,,(ng/g DW),46.47,(ng/g DW),3.6,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,,07/01/2012,,July,2012,grab,,,(ng/g DW),105.785,(ng/g DW),8.95,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,,07/01/2012,,July,2012,grab,,,(ng/g DW),,(ng/g DW),,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,,07/01/2012,,July,2012,grab,,,(ng/g DW),46.15,(ng/g DW),12.99,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,,07/01/2012,,July,2012,grab,,,(ng/g DW),,(ng/g DW),,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,,07/01/2012,,July,2012,grab,,,(ng/g DW),26.21,(ng/g DW),10.66,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,,07/01/2012,,July,2012,grab,,,(ng/g DW),24.72,(ng/g DW),2.59,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,,07/01/2012,,July,2012,grab,,,(ng/g DW),2.745,(ng/g DW),0.46,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,,07/01/2012,,July,2012,grab,,,(ng/g DW),2.57,(ng/g DW),0.38,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,,07/01/2012,,July,2012,grab,,,(ng/g DW),226.64,(ng/g DW),13.94,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,,07/01/2012,,July,2012,grab,,,(ng/g DW),141.06,(ng/g DW),13.6,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,,07/01/2012,,July,2012,grab,,,(ng/g DW),2.72,(ng/g DW),0.47,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,,07/01/2012,,July,2012,grab,,,(ng/g DW),401.55,(ng/g DW),9.97,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,,07/01/2012,,July,2012,grab,,,(ng/g DW),17.425,(ng/g DW),12.85,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,,07/01/2012,,July,2012,grab,,,(ng/g DW),6.425,(ng/g DW),1.28,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,,07/01/2012,,July,2012,grab,,,(ng/g DW),78.93,(ng/g DW),5.31,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,,07/01/2012,,July,2012,grab,,,(ng/g DW),1.45,(ng/g DW),0.31,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,07/01/2012,,July,2012,grab,,,(ng/g DW),86.33,(ng/g DW),9.51,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,07/01/2012,,July,2012,grab,,,(ng/g DW),150.94,(ng/g DW),14.97,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,07/01/2012,,July,2012,grab,,,(ng/g DW),12.785,(ng/g DW),0.77,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,07/01/2012,,July,2012,grab,,,(ng/g DW),112.56,(ng/g DW),8.33,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,07/01/2012,,July,2012,grab,,,(ng/g DW),149.32,(ng/g DW),14.99,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,07/01/2012,,July,2012,grab,,,(ng/g DW),111.7,(ng/g DW),11.26,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,07/01/2012,,July,2012,grab,,,(ng/g DW),154.86,(ng/g DW),15.48,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,07/01/2012,,July,2012,grab,,,(ng/g DW),82.105,(ng/g DW),13.54,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,07/01/2012,,July,2012,grab,,,(ng/g DW),165.65,(ng/g DW),15.54,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,07/01/2012,,July,2012,grab,,,(ng/g DW),1.96,(ng/g DW),0.39,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,07/01/2012,,July,2012,grab,,,(ng/g DW),2.438,(ng/g DW),0.2,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,07/01/2012,,July,2012,grab,,,(ng/g DW),74,(ng/g DW),6.46,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,07/01/2012,,July,2012,grab,,,(ng/g DW),103.55,(ng/g DW),8.54,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,07/01/2012,,July,2012,grab,,,(ng/g DW),1.362,(ng/g DW),0.43,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,07/01/2012,,July,2012,grab,,,(ng/g DW),5.025,(ng/g DW),0.68,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,07/01/2012,,July,2012,grab,,,(ng/g DW),33.944,(ng/g DW),3.37,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,07/01/2012,,July,2012,grab,,,(ng/g DW),28.682,(ng/g DW),3.71,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,07/01/2012,,July,2012,grab,,,(ng/g DW),4.574,(ng/g DW),0.75,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,07/01/2012,,July,2012,grab,,,(ng/g DW),11.907,(ng/g DW),1.48,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,07/01/2012,,July,2012,grab,,,(ng/g DW),84.182,(ng/g DW),10.31,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,07/01/2012,,July,2012,grab,,,(ng/g DW),26.552,(ng/g DW),4.25,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,07/01/2012,,July,2012,grab,,,(ng/g DW),41.943,(ng/g DW),9.52,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,07/01/2012,,July,2012,grab,,,(ng/g DW),24.473,(ng/g DW),2.7,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,07/01/2012,,July,2012,grab,,,(ng/g DW),29.8035,(ng/g DW),13.65,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,07/01/2012,,July,2012,grab,,,(ng/g DW),12.403,(ng/g DW),5.19,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,07/01/2012,,July,2012,grab,,,(ng/g DW),29.749,(ng/g DW),20.73,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,07/01/2012,,July,2012,grab,,,(ng/g DW),22.564,(ng/g DW),8.35,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,07/01/2012,,July,2012,grab,,,(ng/g DW),24.016,(ng/g DW),11.82,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,07/01/2012,,July,2012,grab,,,(ng/g DW),42.645,(ng/g DW),1.15,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,07/01/2012,,July,2012,grab,,,(ng/g DW),10.682,(ng/g DW),0.7,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,07/01/2012,,July,2012,grab,,,(ng/g DW),55.71,(ng/g DW),17.4,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,07/01/2012,,July,2012,grab,,,(ng/g DW),37.447,(ng/g DW),11.61,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,07/01/2012,,July,2012,grab,,,(ng/g DW),23.712,(ng/g DW),8.53,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,07/01/2012,,July,2012,grab,,,(ng/g DW),19.938,(ng/g DW),3.82,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,07/01/2012,,July,2012,grab,,,(ng/g DW),321.203,(ng/g DW),9.69,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,07/01/2012,,July,2012,grab,,,(ng/g DW),63.711,(ng/g DW),9.38,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,07/01/2012,,July,2012,grab,,,(ng/g DW),43.053,(ng/g DW),4.98,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,07/01/2012,,July,2012,grab,,,(ng/g DW),135.97,(ng/g DW),11.56,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,07/01/2012,,July,2012,grab,,,(ng/g DW),,(ng/g DW), ,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,07/01/2012,,July,2012,grab,,,(ng/g DW),41.15,(ng/g DW),10.57,,,,,,,,,,,,
