site name,site code,state,system,subsite,latitude,longitude,individual ID,sample date,sample month,sample day,sample year,taxonomic group,Genus,species,common name,wet weight (g),dry weight (g),length (mm),width (mm),MeHg (ng/g DW),iHg (ng/g DW),THg sum species (ng/g DW),THg DMA (ng/g DW),tissue,n (if composite),notes,notes 2,notes 3,DORM % recovery,TORT2 % recovery,analysis duplicate RPD,,file name for data pull,,,MeHg DL,iHg DL
Bass Harbor,BH-H,ME,Mt. Desert Island,HOC,44.25353,-68.3413,5581,,September,,2013,teleost,Fundulus,heteroclitus,mummichog,9.5443,2.444,79,,59.1,9.2,68.256043898088,,,,,,,,,,,,,,,
Bass Harbor,BH-H,ME,Mt. Desert Island,HOC,44.25353,-68.3413,5582,,September,,2013,teleost,Fundulus,heteroclitus,mummichog,6.4861,1.577,76,,103.8,9.8,113.604460607802,,,,,,,,,,,,,,,
Bass Harbor,BH-H,ME,Mt. Desert Island,HOC,44.25353,-68.3413,5583,,September,,2013,teleost,Fundulus,heteroclitus,mummichog,5.1661,1.2468,71,,61.9,<MDL,67.4230334577649,,,,,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5584,,July,,2013,decapod,,,shrimp,0.6463,0.127099999999999,35,,6.9,<MDL,10.8092094486481,,,,gravid,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5585,,July,,2013,decapod,,,shrimp,0.5868,0.09,40,,16.5,<MDL,19.0107674143636,,,,,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5586,,July,,2013,decapod,Callinectes,sapidus,blue crab,0.8262,0.1434,20,,14.3,<MDL,19.4577866636322,,,,,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5587,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,2.7158,0.632400000000001,60,,17.5,<MDL,18.5145890814177,,,,male,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5588,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,3.6055,0.817999999999998,69,,16.8,<MDL,17.8978122019068,,,,male,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5589,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,3.4037,0.8005,61,,11.3,<MDL,12.7721142554297,,,,male,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5590,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,6.0797,1.4193,72,,18.9,<MDL,21.5935638063865,16,,,female,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5591,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,9.9044,2.2453,92,,23.7,<MDL,26.6299909302833,24,,,female,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5592,,July,,2013,teleost,Morone,americana,white perch,1.7168,0.306899999999999,47,,6.2,<mdl,6.75910542188177,5,,,,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5593,,July,,2013,teleost,Morone,americana,white perch,1.6328,0.291499999999999,50,,8.9,<mdl,8.91907519710945,6,,,,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5594,,July,,2013,teleost,Morone,americana,white perch,1.3693,0.249099999999999,46,,5.4,<mdl,5.43146331711439,4,,,,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5595,,July,,2013,teleost,Morone,americana,white perch,0.936100000000003,0.167200000000001,40,,8.4,<mdl,8.78706589179548,7,,,,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5596,,July,,2013,teleost,Morone,americana,white perch,1.274,0.233599999999999,47,,5.7,<MDL,5.8175075589664,6,,,"slightly different from others, closer banding, lower back, no yellow fins",,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5597,,July,,2013,teleost,Menidia,menidia,silverside,0.874300000000002,0.177500000000002,50,,17.8,<MDL,19.7304447726287,,,,,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5598,,July,,2013,teleost,Menidia,menidia,silverside,1.3568,0.283999999999999,59,,18.0,<MDL,19.4805028737688,16,,,,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5599,,July,,2013,teleost,Menidia,menidia,silverside,0.854399999999998,0.1798,46,,22.0,<MDL,24.8144887788603,17,,,,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5600,,July,,2013,teleost,Menidia,menidia,silverside,1.0943,0.236599999999999,52,,54.9,<MDL,60.6449342967727,45,,,,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5601,,July,,2013,teleost,Menidia,menidia,silverside,1.1803,0.257400000000001,53,,23.3,<MDL,24.8389360166962,20,,,,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5602,,July,,2013,teleost,Menidia,menidia,silverside,1.0097,0.234100000000002,52,,20.2,<MDL,21.4231166007725,19,,,,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5603,,July,,2013,teleost,Menidia,menidia,silverside,0.985499999999998,0.2254,52,,22.9,<MDL,24.7406725545533,22,,,,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5604,,July,,2013,teleost,Menidia,menidia,silverside,0.9909,0.220199999999998,51,,21.0,<MDL,21.7196701260923,15,,,,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5605,,July,,2013,teleost,Menidia,menidia,silverside,1.7989,0.412300000000002,62,,16.3,<MDL,17.5742494791044,18,,,,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5606,,July,,2013,teleost,Menidia,menidia,silverside,1.5835,0.3445,63,,24.0,<MDL,25.9502904836554,22,,,,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5607,,July,,2013,teleost,Menidia,menidia,silverside,1.2089,0.273299999999999,54,,17.8,<MDL,18.8930156560567,16,,,,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5608,,July,,2013,teleost,Menidia,menidia,silverside,1.7409,0.376900000000003,62,,31.7,<MDL,33.6504103354763,29,,,,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5609,,July,,2013,teleost,Menidia,menidia,silverside,2.2611,0.536999999999999,67,,26.8,<MDL,28.8757455708103,22,,,,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5610,,July,,2013,teleost,Menidia,menidia,silverside,2.7056,0.704099999999997,66,,99.3,<MDL,104.372739277791,76,,,,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5611,,July,,2013,teleost,Menidia,menidia,silverside,2.2463,0.516100000000002,67,,20.9,<MDL,22.2051753795684,22,,,,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5612,,July,,2013,teleost,Menidia,menidia,silverside,2.1445,0.529500000000002,63,,75.3,<MDL,80.6882827923724,72,,,,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5613,,July,,2013,teleost,Menidia,menidia,silverside,2.8885,0.633400000000002,71,,28.9,<MDL,31.0467633578702,26,,,,,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5614,,July,,2013,teleost,Morone,americana,white perch,0.906400000000001,1.1799,157,,95.1,16.1,111.184511915035,94,,,"muscle only, no skin",,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5615,,July,,2013,teleost,Morone,americana,white perch,0.863399999999999,0.183499999999999,167,,43.8,#REF!,43.7752735301665,,,,"muscle only, no skin",,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5616,,July,,2013,teleost,Morone,americana,white perch,0.892699999999998,0.1631,172,,284.8,#REF!,297.075637529578,,,,"muscle only, no skin",,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5617,,July,,2013,teleost,Morone,americana,white perch,0.614799999999999,0.125,135,,82.1,#REF!,82.7448908495547,,,,"muscle only, no skin",,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5618,,July,,2013,teleost,Morone,americana,white perch,0.935199999999998,0.193100000000001,152,,87.5,#REF!,87.5395490918362,,,,"muscle only, no skin",,,,,,,,,,,
Parker's Creek,PC-H,MD,Chesapeake,HOC,38.53542,-76.526,5619,,July,,2013,teleost,Morone,americana,white perch,1.1361,0.232200000000002,145,,50.0,#REF!,49.9682502411562,47.5,,,"muscle only, no skin",,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5620,,July,,2013,teleost,Morone,americana,white perch,1.2814,0.2588,46,,25.7,#REF!,25.7396258580017,24.81,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5621,,July,,2013,teleost,Morone,americana,white perch,2.629,0.5671,64,,25.0,#REF!,25.0270150304351,32.31,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5622,,July,,2013,teleost,Morone,americana,white perch,1.8001,0.3721,52,,33.9,#REF!,33.8806630267482,37.4,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5623,,July,,2013,teleost,Morone,americana,white perch,1.143,0.22,46,,23.8,#REF!,23.7728844740887,26.36,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5624,,July,,2013,teleost,Morone,americana,white perch,1.6,0.2972,49,,28.1,#REF!,28.1483087720689,24.51,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5625,,July,,2013,teleost,Morone,americana,white perch,1.2583,0.2348,44,,47.7,#REF!,47.6638286853519,55.79,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5626,,July,,2013,teleost,Menidia,menidia,silverside,1.4582,0.3472,59,,33.2,#REF!,33.1770829976527,35.5,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5627,,July,,2013,teleost,Menidia,menidia,silverside,1.4575,0.3358,60,,27.4,#REF!,27.3643386249763,32.6,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5628,,July,,2013,teleost,Menidia,menidia,silverside,1.4033,0.3262,57,,23.3,#REF!,23.2758361508007,22.7,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5629,,July,,2013,teleost,Menidia,menidia,silverside,1.2914,0.2906,56,,154.0,#REF!,153.994906083589,165.6,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5630,,July,,2013,teleost,Menidia,menidia,silverside,1.3177,0.293,55,,19.9,#REF!,19.9208249582328,25.0,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5631,,July,,2013,teleost,Menidia,menidia,silverside,0.778100000000002,0.1773,42,,21.8,#REF!,21.8015236942034,23.0,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5632,,July,,2013,teleost,Menidia,menidia,silverside,1.0689,0.2443,53,,38.4,#REF!,38.3758351438756,35.4,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5633,,July,,2013,teleost,Menidia,menidia,silverside,0.178599999999999,0.0355,29,,42.4,#REF!,42.4111491680429,,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5634,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,4.7272,1.108,67,,21.6,#REF!,21.6491408655535,20.7,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5635,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,1.6405,0.365,47,,19.0,#REF!,18.992448150983,20.8,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5636,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,0.870899999999999,0.1921,37,,11.5,#REF!,11.4776193553601,11.6,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5637,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,1.4471,0.3193,46,,10.9,#REF!,11.3270099160097,10.1,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5638,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,1.147,0.2563,45,,9.4,#REF!,9.38583940315455,10.5,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5639,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,1.0838,0.236,42,,21.9,#REF!,21.8838695301916,23.1,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5640,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,2.2873,0.5045,56,,8.5,#REF!,8.48132712820202,10.4,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5641,,July,,2013,decapod,Callinectes,sapidus,blue crab,7.1046,1.7447,36,,17.9,#REF!,17.8642821902466,11.7,,,weighed crab only in a weigh boat,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5642,,July,,2013,decapod,Callinectes,sapidus,blue crab,3.9761,0.6009,32,,18.7,#REF!,18.7139282887035,18.0,,,weighed crab only in a weigh boat,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5643,,July,,2013,decapod,Callinectes,sapidus,blue crab,3.8787,0.921300000000002,34,,12.6,#REF!,13.3828024853156,19.2,,,weighed crab only in a weigh boat,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5644,,July,,2013,decapod,Callinectes,sapidus,blue crab,3.4033,0.947500000000002,32,,16.9,#REF!,16.8580275265635,14.9,,,weighed crab only in a weigh boat,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5645,,July,,2013,decapod,Callinectes,sapidus,blue crab,16.0877,4.9701,66,,0.3,#REF!,0.346245561526728,1.6,,,weighed crab only in a weigh boat,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5646,,July,,2013,decapod,Callinectes,sapidus,blue crab,25.719,5.1676,60,,22.5,#REF!,22.4938627151274,24.58,,,weighed crab only in a weigh boat,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5647,,July,,2013,decapod,Callinectes,sapidus,blue crab,55.9864,8.8378,80,,25.7,#REF!,25.8494517453162,30.6,,,weighed crab only in a weigh boat,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5648,,July,,2013,decapod,Callinectes,sapidus,blue crab,36.7273,11.8893,64,,21.2,#REF!,21.9407082098124,32.1,,,weighed crab only in a weigh boat,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5649,,July,,2013,decapod,Callinectes,sapidus,blue crab,12.609,1.5057,45,,22.0,#REF!,22.2103915306382,22.7,,,weighed crab only in a weigh boat,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5650,,July,,2013,decapod,Callinectes,sapidus,blue crab,0.9909,0.2505,16,,16.2,#REF!,17.1663672856602,20.0,,,weighed crab only in a weigh boat,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5651,,July,,2013,decapod,Callinectes,sapidus,blue crab,17.3762,4.1202,56,,21.3,#REF!,27.1480445335592,20.8,,,weighed crab only in a weigh boat,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5652,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,0.769200000000001,0.1666,35,,21.9,#REF!,21.9224900117389,24.3,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5653,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,2.4113,0.5323,58,,11.8,#REF!,11.811395153536,13.68,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5654,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,1.9599,0.428,49,,15.5,#REF!,15.4601238635197,18.0,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5655,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,0.575799999999997,0.1167,34,,8.7,#REF!,12.8925561891179,,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5656,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,3.6583,0.836,63,,29.6,#REF!,29.643845040352,30.4,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5657,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,3.5832,0.9053,63,,18.5,#REF!,18.5478396017157,17.3,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5658,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,5.0437,1.175,72,,44.3,#REF!,44.324986574993,40.0,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5659,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,2.4131,0.5687,58,,25.6,#REF!,25.5541609678229,28.1,,,"marked mummichog, banded killi?",,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5660,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,7.267,1.8093,82,,28.0,#REF!,28.0033575090929,27.6,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5661,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,6.6836,1.545,75,,22.4,#REF!,22.4143630616981,26.5,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5662,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,8.0334,1.8363,72,,24.6,#REF!,24.6011840417448,28.2,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5663,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,8.199,1.8775,82,,117.7,#REF!,117.7409903677,141.9,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5664,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,5.5114,1.0925,81,,71.3,#REF!,72.3410108189882,68.0,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5665,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,8.3817,1.9326,74,,28.5,#REF!,28.5391476824041,38.2,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5666,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,1.9363,0.4377,56,,19.1,#REF!,19.0574291902124,19.76,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5667,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,0.976500000000002,0.223,41,,22.0,#REF!,21.9798012089169,26.2,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5668,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,2.9031,0.6078,62,,11.5,#REF!,12.1329217834426,15.6,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5669,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,6.8035,1.6241,76,,13.2,#REF!,13.2477462045425,18.2,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5670,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,2.8958,0.6747,56,,7.4,#REF!,7.42970790772168,10.2,,,"marked mummichog, banded killi?",,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5671,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,4.3446,1.0694,68,,44.2,#REF!,45.6423238321742,49.3,,,"marked mummichog, banded killi?",,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5672,,July,,2013,teleost,Fundulus,majalis,striped killifish,6.9251,1.6532,86,,16.5,#REF!,16.4977485781075,15.7,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5673,,July,,2013,teleost,Fundulus,majalis,striped killifish,5.6932,1.3734,73,,8.3,#REF!,8.28581387649651,7.5,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5674,,July,,2013,teleost,Fundulus,majalis,striped killifish,6.6839,1.5287,81,,5.7,#REF!,5.70249413630369,4.3,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5675,,July,,2013,teleost,Fundulus,majalis,striped killifish,0.674099999999999,0.1458,37,,10.4,#REF!,10.4217480539284,,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5676,,July,,2013,teleost,Fundulus,majalis,striped killifish,1.147,0.235,46,,21.2,#REF!,21.5048871259797,22.5,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5677,,July,,2013,teleost,Fundulus,majalis,striped killifish,9.5339,2.4277,92,,13.7,#REF!,13.6935404244206,17.9,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5678,,July,,2013,teleost,Fundulus,majalis,striped killifish,0.3293,0.0668,31,,15.3,#REF!,15.3144946076842,,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5679,,July,,2013,teleost,Fundulus,majalis,striped killifish,0.667400000000001,0.1417,42,,18.7,#REF!,18.7201381042113,21.21,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5680,,July,,2013,teleost,Fundulus,majalis,striped killifish,0.921600000000002,0.1972,41,,10.4,#REF!,10.4049468016623,11.24,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5681,,July,,2013,teleost,Fundulus,majalis,striped killifish,10.9479,2.803,94,,6.4,#REF!,6.40310872211,7.11,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5682,,July,,2013,teleost,Fundulus,majalis,striped killifish,10.0182,2.3856,89,,6.8,#REF!,6.84184178662006,7.74,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5683,,July,,2013,teleost,Fundulus,majalis,striped killifish,10.0581,2.6739,96,,10.8,#REF!,10.7946072871606,11.04,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5684,,July,,2013,teleost,Fundulus,majalis,striped killifish,12.3109,3.1258,101,,18.0,#REF!,17.9679901407311,21.28,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5685,,July,,2013,teleost,Fundulus,majalis,striped killifish,10.2656,2.675,92,,15.0,#REF!,14.9635168825065,16.56,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5686,,July,,2013,teleost,Fundulus,majalis,striped killifish,5.0596,1.2573,79,,8.1,#REF!,8.45755683703066,9.28,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5687,,July,,2013,teleost,Fundulus,majalis,striped killifish,0.4497,0.0866,34,,9.55,<mdl,11.9489525407612,,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5688,,July,,2013,teleost,Fundulus,majalis,striped killifish,0.611599999999999,0.1272,37,,67.21,<mdl,67.4748320556937,,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5689,,July,,2013,teleost,Fundulus,majalis,striped killifish,0.7546,0.1537,38,,5.89,<mdl,6.01720243566807,,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5690,,July,,2013,teleost,Fundulus,majalis,striped killifish,0.8093,0.1587,30,,15.66,<mdl,15.9585807692052,12.0,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,5691,,July,,2013,teleost,Fundulus,majalis,striped killifish,0.737499999999997,0.1522,40,,15.04,<mdl,15.0419526585317,,,,,,,,,,,,,,,
Jefferson Patterson,JP-L,MD,Chesapeake,LOC,38.39,-76.5065,5692,,July,,2013,teleost,Menidia,menidia,silverside,1.3085,0.282,52,,45.73,<mdl,45.7329897099021,45.7,,,,,,,,,,,,,,
Jefferson Patterson,JP-L,MD,Chesapeake,LOC,38.39,-76.5065,5693,,July,,2013,teleost,Menidia,menidia,silverside,1.8311,0.4626,61,,23.98,<mdl,23.9811432718527,25.0,,,,,,,,,,,,,,
Jefferson Patterson,JP-L,MD,Chesapeake,LOC,38.39,-76.5065,5694,,July,,2013,teleost,Menidia,menidia,silverside,1.4256,0.3352,61,,18.85,<mdl,18.8525083298554,15.2,,,,,,,,,,,,,,
Jefferson Patterson,JP-L,MD,Chesapeake,LOC,38.39,-76.5065,5695,,July,,2013,teleost,Menidia,menidia,silverside,2.1197,0.498,67,,86.26,<mdl,86.371733775322,74.3,,,,,,,,,,,,,,
Jefferson Patterson,JP-L,MD,Chesapeake,LOC,38.39,-76.5065,5696,,July,,2013,teleost,Menidia,menidia,silverside,2.3634,0.5973,75,,31.47,<mdl,31.4696952974259,31.5,,,,,,,,,,,,,,
